time,open,high,low,close,tick_volume,spread,real_volume
2025-01-20 15:06:00,123635.0,123685.0,123630.0,123670.0,1087,0,8194
2025-01-20 15:07:00,123675.0,123695.0,123665.0,123685.0,729,0,5674
2025-01-20 15:08:00,123680.0,123695.0,123670.0,123690.0,644,0,5308
2025-01-20 15:09:00,123690.0,123710.0,123670.0,123680.0,978,0,8986
2025-01-20 15:10:00,123680.0,123690.0,123660.0,123670.0,835,0,5394
2025-01-20 15:11:00,123665.0,123670.0,123620.0,123625.0,1218,0,8307
2025-01-20 15:12:00,123625.0,123655.0,123620.0,123645.0,1158,0,6974
2025-01-20 15:13:00,123640.0,123650.0,123615.0,123630.0,904,0,5699
2025-01-20 15:14:00,123630.0,123670.0,123625.0,123645.0,974,0,7842
2025-01-20 15:15:00,123645.0,123670.0,123630.0,123665.0,743,0,4969
2025-01-20 15:16:00,123660.0,123670.0,123545.0,123565.0,3343,0,28398
2025-01-20 15:17:00,123560.0,123580.0,123545.0,123565.0,1879,0,12716
2025-01-20 15:18:00,123565.0,123580.0,123525.0,123545.0,1956,0,14163
2025-01-20 15:19:00,123550.0,123585.0,123535.0,123575.0,1343,0,11355
2025-01-20 15:20:00,123575.0,123590.0,123490.0,123500.0,2555,0,22616
2025-01-20 15:21:00,123505.0,123510.0,123440.0,123445.0,2380,0,19132
2025-01-20 15:22:00,123440.0,123450.0,123365.0,123390.0,3530,0,36057
2025-01-20 15:23:00,123385.0,123410.0,123360.0,123365.0,1498,0,12425
2025-01-20 15:24:00,123370.0,123445.0,123365.0,123420.0,2193,0,20988
2025-01-20 15:25:00,123420.0,123420.0,123350.0,123390.0,1788,0,14868
2025-01-20 15:26:00,123385.0,123455.0,123380.0,123430.0,1959,0,16971
2025-01-20 15:27:00,123425.0,123500.0,123425.0,123490.0,2392,0,23197
2025-01-20 15:28:00,123490.0,123520.0,123435.0,123460.0,2559,0,23333
2025-01-20 15:29:00,123455.0,123490.0,123445.0,123470.0,1276,0,9621
2025-01-20 15:30:00,123470.0,123495.0,123425.0,123435.0,1560,0,14053
2025-01-20 15:31:00,123435.0,123460.0,123415.0,123435.0,1590,0,11489
2025-01-20 15:32:00,123435.0,123450.0,123425.0,123440.0,424,0,3536
2025-01-20 15:37:00,123450.0,123465.0,123445.0,123450.0,241,0,1864
2025-01-20 15:38:00,123450.0,123460.0,123390.0,123405.0,1326,0,15556
2025-01-20 15:39:00,123400.0,123405.0,123380.0,123400.0,1204,0,11011
2025-01-20 15:40:00,123400.0,123420.0,123380.0,123395.0,1123,0,9034
2025-01-20 15:41:00,123390.0,123415.0,123380.0,123410.0,792,0,4731
2025-01-20 15:42:00,123405.0,123425.0,123395.0,123395.0,547,0,4243
2025-01-20 15:43:00,123395.0,123400.0,123300.0,123340.0,2797,0,29800
2025-01-20 15:44:00,123335.0,123375.0,123330.0,123370.0,1273,0,11116
2025-01-20 15:45:00,123370.0,123380.0,123315.0,123330.0,1192,0,9057
2025-01-20 15:46:00,123325.0,123335.0,123300.0,123320.0,1385,0,12419
2025-01-20 15:47:00,123320.0,123345.0,123315.0,123320.0,729,0,5412
2025-01-20 15:48:00,123325.0,123325.0,123290.0,123295.0,1173,0,9946
2025-01-20 15:49:00,123295.0,123335.0,123290.0,123325.0,1146,0,8401
2025-01-20 15:50:00,123325.0,123440.0,123320.0,123435.0,3209,0,37181
2025-01-20 15:51:00,123430.0,123460.0,123405.0,123410.0,2013,0,18401
2025-01-20 15:52:00,123405.0,123440.0,123405.0,123425.0,836,0,6153
